NUMERO DE USINAS
XXX
162
NUMERO DAS USINAS NO CADASTRO
1   2   3   4   5   6   7   8   9   10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64  65  66  67  68  69  70  71  72  73  74  75  76  77  78  79  80  81  82  83  84  85  86  87  88  89  90  91  92  93  94  95  96  97  98  99  100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 
XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX 
1   2   4   24  27  28  25  33  156 134 10  143 162 148 217 193 141 14  18  37  40  42  15  16  38  39  62  63  52  51  47  49  61  50  45  43  34  153 46  120 121 6   7   8   12  17  31  30  251 278 123 129 20  287 257 122 124 130 131 133 125 180 181 182 183 184 107 108 109 117 118 119 32  11  135 139 262 89  144 66  110 111 112 113 114 74  76  82  83  115 73  71  72  57  77  78  93  91  92  252 253 267 281 9   26  86  90  97  98  99  103 169 172 173 174 175 178 190 189 275 272 279 280 204 127 126 283 261 48  249 241 304 305 196 195 95  203 154 310 29  94  215 155 311 312 315 21  290 101 276 102 277 285 286 284 227 228 229 192 230 288 314 
Hr  Dd  Mm  Ano
XX  XX  XX  XXXX
00  12  02  2021
Dia inic(1-SAB...7-SEX); sem da FCF; n. semanas; pre-interesse
X X X X
7 1 1 0
VAZOES DIARIAS PARA CADA USINA (m3/s)
NUM     NOME      itp   DI HI M DF HF M      VAZAO
275 TUCURUI        1    14      F                6242
275 TUCURUI        1    15      F                7164
275 TUCURUI        1    16      F                8335
275 TUCURUI        1    17      F                8976
275 TUCURUI        1    18      F                9472
272 CURUA-UNA      1    12      F                 297
272 CURUA-UNA      1    13      F                 288
279 SAMUEL         1    12      F                1270
279 SAMUEL         1    13      F                1266
279 SAMUEL         1    14      F                1262
279 SAMUEL         1    15      F                1270
279 SAMUEL         1    16      F                1282
279 SAMUEL         1    17      F                1289
279 SAMUEL         1    18      F                1283
280 COARACY NUNE   1    12      F                   3
204 CACH.CALDEIR   1    12      F                1450
204 CACH.CALDEIR   1    13      F                1480
127 SOBRAGI        1    12      F                  41
127 SOBRAGI        1    13      F                  40
126 PICADA         1    12      F                  33
126 PICADA         1    13      F                  31
283 STA CLARA MG   1    12      F                  11
283 STA CLARA MG   1    13      F                  19
261 LAJEADO        1    12      F                 445
261 LAJEADO        1    13      F                 438
261 LAJEADO        1    14      F                 434
261 LAJEADO        1    15      F                 438
261 LAJEADO        1    16      F                 459
261 LAJEADO        1    17      F                 523
261 LAJEADO        1    18      F                 623
 48 PIRAJU         1    12      F                   2
 48 PIRAJU         1    13      F                   3
 48 PIRAJU         1    14      F                   4
 48 PIRAJU         1    15      F                   5
 48 PIRAJU         1    18      F                   4
249 OURINHOS       1    12      F                   2
249 OURINHOS       1    13      F                   3
249 OURINHOS       1    14      F                   4
249 OURINHOS       1    17      F                   5
249 OURINHOS       1    18      F                   4
241 SLT VERDINHO   1    12      F                  12
241 SLT VERDINHO   1    14      F                  13
241 SLT VERDINHO   1    15      F                  14
241 SLT VERDINHO   1    16      F                  15
304 ITIQUIRA I     1    12      F                  76
304 ITIQUIRA I     1    13      F                  83
305 ITIQUIRA II    1    12      F                   0
196 GUAPORE        1    12      F                  39
196 GUAPORE        1    16      F                  40
196 GUAPORE        1    17      F                  41
195 JAURU          1    12      F                  83
195 JAURU          1    13      F                  84
 95 QUEBRA QUEIX   1    12      F                  71
 95 QUEBRA QUEIX   1    13      F                  67
 95 QUEBRA QUEIX   1    14      F                  63
 95 QUEBRA QUEIX   1    15      F                  60
 95 QUEBRA QUEIX   1    16      F                  57
 95 QUEBRA QUEIX   1    17      F                  54
 95 QUEBRA QUEIX   1    18      F                  52
203 CORUMBA III    1    12      F                  24
203 CORUMBA III    1    13      F                  25
203 CORUMBA III    1    14      F                  27
203 CORUMBA III    1    15      F                  29
203 CORUMBA III    1    18      F                  30
154 ITAPEBI        1    12      F                   6
154 ITAPEBI        1    13      F                  44
310 DARDANELOS     1    12      F                 580
310 DARDANELOS     1    13      F                 590
310 DARDANELOS     1    14      F                 602
310 DARDANELOS     1    15      F                 607
310 DARDANELOS     1    16      F                 614
310 DARDANELOS     1    17      F                 625
310 DARDANELOS     1    18      F                 636
 29 CORUMBA IV     1    12      F                 164
 29 CORUMBA IV     1    13      F                 161
 29 CORUMBA IV     1    14      F                 162
 29 CORUMBA IV     1    15      F                 163
 29 CORUMBA IV     1    17      F                 161
 29 CORUMBA IV     1    18      F                 160
 94 MONJOLINHO     1    12      F                  15
 94 MONJOLINHO     1    13      F                  17
 94 MONJOLINHO     1    14      F                  16
 94 MONJOLINHO     1    15      F                  14
 94 MONJOLINHO     1    17      F                  13
 94 MONJOLINHO     1    18      F                  12
215 SALTO PILAO    1    12      F                  85
215 SALTO PILAO    1    13      F                  94
215 SALTO PILAO    1    14      F                 104
215 SALTO PILAO    1    15      F                  93
215 SALTO PILAO    1    16      F                  87
215 SALTO PILAO    1    17      F                  80
215 SALTO PILAO    1    18      F                  72
155 RETIRO BAIXO   1    12      F                 388
155 RETIRO BAIXO   1    13      F                 326
155 RETIRO BAIXO   1    14      F                 279
155 RETIRO BAIXO   1    15      F                 244
155 RETIRO BAIXO   1    16      F                 220
155 RETIRO BAIXO   1    17      F                 205
155 RETIRO BAIXO   1    18      F                 198
311 CACU           1    12      F                 118
311 CACU           1    13      F                 141
311 CACU           1    14      F                 145
311 CACU           1    15      F                 149
311 CACU           1    18      F                 145
312 B. COQUEIROS   1    12      F                   5
312 B. COQUEIROS   1    13      F                   6
315 FOZ R. CLARO   1    12      F                   9
315 FOZ R. CLARO   1    13      F                  11
315 FOZ R. CLARO   1    15      F                  12
315 FOZ R. CLARO   1    18      F                  11
 21 SERRA FACAO    1    12      F                  56
 21 SERRA FACAO    1    14      F                  58
 21 SERRA FACAO    1    15      F                  61
 21 SERRA FACAO    1    16      F                  62
 21 SERRA FACAO    1    17      F                  63
 21 SERRA FACAO    1    18      F                  68
290 ESPORA         1    12      F                  68
290 ESPORA         1    13      F                  67
290 ESPORA         1    14      F                  69
290 ESPORA         1    15      F                  72
290 ESPORA         1    16      F                  74
290 ESPORA         1    17      F                  75
290 ESPORA         1    18      F                  74
101 SAO JOSE       1    12      F                 121
101 SAO JOSE       1    13      F                 126
101 SAO JOSE       1    14      F                 122
101 SAO JOSE       1    15      F                 119
101 SAO JOSE       1    16      F                 116
101 SAO JOSE       1    17      F                 112
101 SAO JOSE       1    18      F                 109
276 RONDON II      1    12      F                 154
276 RONDON II      1    13      F                 146
276 RONDON II      1    14      F                 143
276 RONDON II      1    15      F                 142
276 RONDON II      1    16      F                 141
276 RONDON II      1    17      F                 139
276 RONDON II      1    18      F                 136
102 PASSO S JOAO   1    12      F                   5
102 PASSO S JOAO   1    16      F                   4
277 BALBINA        1    12      F                 758
277 BALBINA        1    13      F                 766
285 JIRAU          1    12      F               28810
285 JIRAU          1    13      F               29337
285 JIRAU          1    14      F               30050
285 JIRAU          1    15      F               31060
285 JIRAU          1    16      F               32208
285 JIRAU          1    17      F               33216
285 JIRAU          1    18      F               34286
286 STO ANT JARI   1    12      F                1256
286 STO ANT JARI   1    13      F                1311
284 FERREIRA GOM   1    12      F                  13
227 SINOP          1    12      F                1081
227 SINOP          1    13      F                1142
228 COLIDER        1    12      F                  98
228 COLIDER        1    13      F                 103
229 TELES PIRES    1    12      F                1696
229 TELES PIRES    1    13      F                1792
192 GUILMAN-AMOR   1    12      F                  46
192 GUILMAN-AMOR   1    13      F                  47
230 SAO MANOEL     1    12      F                  26
230 SAO MANOEL     1    13      F                  27
288 BELO MONTE     1    12      F                   0
314 PIMENTAL       1    12      F                7263
314 PIMENTAL       1    13      F                8639
FIM
