& ARQUIVO COM RESTRICOES OPERACIONAIS PARA AS UNIDADES TERMICAS
& (NA CONFIGURACAO DO DESSEM)
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&
& CONDICOES INICIAIS DAS UNIDADES                
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
207  PONTA NEGRA    4    1        16.00  11842  0  0
209  TAMBAQUI       5    0         0.00     72  1  0
209  TAMBAQUI       6    1        38.00  10360  0  0
209  TAMBAQUI       7    1        25.00   5114  0  0
211  BAIXADA FLU    1    0         0.00    648  0  0
211  BAIXADA FLU    2    0         0.00   2928  0  0
211  BAIXADA FLU    3    0         0.00    696  0  0
212  MARANHAO III   1    0         0.00    168  0  0
221  SYKUE I        1    0         0.00   1462  1  0
224  P. SERGIPE I   1    0         0.00   6168  0  0
224  P. SERGIPE I   2    0         0.00   6399  0  0
224  P. SERGIPE I   3    0         0.00   7872  0  0
224  P. SERGIPE I   4    0         0.00   6422  1  0
224  P. SERGIPE I   5    0         0.00   7872  0  0
224  P. SERGIPE I   6    0         0.00   6648  1  0
224  P. SERGIPE I   7    0         0.00   6612  0  0
383  ATLANTICO      1    0         0.00   5591  0  0
383  ATLANTICO      2    0         0.00   5664  0  0
383  ATLANTICO      3    0         0.00   1379  1  0
383  ATLANTICO      4    0         0.00   5599  1  0
383  ATLANTICO      5    0         0.00   1379  1  0
383  ATLANTICO      6    0         0.00   3984  1  0
383  ATLANTICO      7    1       365.00   1440  0  0
FIM
&
&
& LIMITES E CONDICOES OPERACIONAIS DAS UNIDADES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
&
OPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
&us    nome      un di hi m df hf m Gmin     Gmax       Custo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
&XX XXXXXXXXXXXX XX XX XX X XX XX X XXXXXXXXXXxxxxxxxxxxXXXXXXXXXX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
  1 ANGRA 1       1  6  0 0 F                                31.17
 13 ANGRA 2       1  6  0 0 F                                20.12
211 BAIXADA FL    1  6  0 0 F                               184.34
211 BAIXADA FL    2  6  0 0 F                               184.34
211 BAIXADA FL    3  6  0 0 F                               184.34
 97 CUBATAO       1  6  0 0 F                               336.01
 97 CUBATAO       2  6  0 0 F                               336.01
 97 CUBATAO       3  6  0 0 F                               336.01
 12 CUIABA CC     1  6  0 0 F                               559.74
153 DAIA          1  6  0 0 F                              1017.02
153 DAIA          2  6  0 0 F                              1017.02
153 DAIA          3  6  0 0 F                              1017.02
155 GOIANIA 2     1  6  0 0 F                               943.31
155 GOIANIA 2     2  6  0 0 F                               943.31
 63 IBIRITE       1  6  0 0 F                               971.27
 54 JUIZ DE FO    1  6  0 0 F                               283.74
 54 JUIZ DE FO    2  6  0 0 F                               283.74
 15 LUIZORMELO    1  6  0 0 F                               284.10
 15 LUIZORMELO    2  6  0 0 F                               284.10
 15 LUIZORMELO    3  6  0 0 F                               284.10
 15 LUIZORMELO    4  6  0 0 F                               284.10
110 NPIRATINGA    1  6  0 0 F                               548.04
110 NPIRATINGA    2  6  0 0 F                               548.04
110 NPIRATINGA    3  6  0 0 F                               548.04
110 NPIRATINGA    4  6  0 0 F                               548.04
110 NPIRATINGA    5  6  0 0 F                               548.04
110 NPIRATINGA    6  6  0 0 F                               548.04
110 NPIRATINGA    7  6  0 0 F                               548.04
110 NPIRATINGA    8  6  0 0 F                               548.04
110 NPIRATINGA    9  6  0 0 F                               548.04
110 NPIRATINGA   10  6  0 0 F                               548.04
110 NPIRATINGA   11  6  0 0 F                               548.04
110 NPIRATINGA   12  6  0 0 F                               548.04
110 NPIRATINGA   13  6  0 0 F                               548.04
110 NPIRATINGA   14  6  0 0 F                               548.04
110 NPIRATINGA   15  6  0 0 F                               548.04
110 NPIRATINGA   16  6  0 0 F                               548.04
182 PALMEIR_GO    1  6  0 0 F                               761.08
182 PALMEIR_GO    2  6  0 0 F                               761.08
 50 PIRAT.12 O    1  6  0 0 F                               470.34
 50 PIRAT.12 O    2  6  0 0 F                               470.34
  9 CAMPOS        1  6  0 0 F                               978.10
  9 CAMPOS        2  6  0 0 F                               978.10
 62 SEROPEDICA    1  6  0 0 F                               408.38
 62 SEROPEDICA    2  6  0 0 F                               408.38
 62 SEROPEDICA    3  6  0 0 F                               408.38
 62 SEROPEDICA    4  6  0 0 F                               408.38
 62 SEROPEDICA    5  6  0 0 F                               408.38
 62 SEROPEDICA    6  6  0 0 F                               408.38
 62 SEROPEDICA    7  6  0 0 F                               408.38
 62 SEROPEDICA    8  6  0 0 F                               408.38
  4 ST.CRUZ 34    3  6  0 0 F                               310.41
  4 ST.CRUZ 34    4  6  0 0 F                               310.41
 86 SANTA CRUZ   11  6  0 0 F                               187.30
 86 SANTA CRUZ   21  6  0 0 F                               187.30
146 UTE STA VI    1  6  0 0 F                               121.49
194 TNORTE 2      1  6  0 0 F                               910.86
194 TNORTE 2      2  6  0 0 F                               910.86
194 TNORTE 2      3  6  0 0 F                               910.86
194 TNORTE 2      4  6  0 0 F                               910.86
 90 T.MACAE       1  6  0 0 F                               735.42
 90 T.MACAE       2  6  0 0 F                               735.42
 90 T.MACAE       3  6  0 0 F                               735.42
 90 T.MACAE       4  6  0 0 F                               735.42
 90 T.MACAE       5  6  0 0 F                               735.42
 90 T.MACAE       6  6  0 0 F                               735.42
 90 T.MACAE       7  6  0 0 F                               735.42
 90 T.MACAE       8  6  0 0 F                               735.42
 90 T.MACAE       9  6  0 0 F                               735.42
 90 T.MACAE      10  6  0 0 F                               735.42
 90 T.MACAE      11  6  0 0 F                               735.42
 90 T.MACAE      12  6  0 0 F                               735.42
 90 T.MACAE      13  6  0 0 F                               735.42
 90 T.MACAE      14  6  0 0 F                               735.42
 90 T.MACAE      15  6  0 0 F                               735.42
 90 T.MACAE      16  6  0 0 F                               735.42
 90 T.MACAE      17  6  0 0 F                               735.42
 90 T.MACAE      18  6  0 0 F                               735.42
 90 T.MACAE      19  6  0 0 F                               735.42
 90 T.MACAE      20  6  0 0 F                               735.42
 47 TERMORIO      1  6  0 0 F                               327.36
 47 TERMORIO      2  6  0 0 F                               327.36
 47 TERMORIO      3  6  0 0 F                               327.36
 47 TERMORIO      4  6  0 0 F                               327.36
 47 TERMORIO      5  6  0 0 F                               327.36
 47 TERMORIO      6  6  0 0 F                               327.36
 47 TERMORIO      7  6  0 0 F                               327.36
 47 TERMORIO      8  6  0 0 F                               327.36
 47 TERMORIO      9  6  0 0 F                               327.36
 47 TERMORIO     10  6  0 0 F                               327.36
 47 TERMORIO     11  6  0 0 F                               327.36
 47 TERMORIO     12  6  0 0 F                               327.36
 47 TERMORIO     13  6  0 0 F                               327.36
 47 TERMORIO     14  6  0 0 F                               327.36
 47 TERMORIO     15  6  0 0 F                               327.36
 47 TERMORIO     16  6  0 0 F                               327.36
 47 TERMORIO     17  6  0 0 F                               327.36
 47 TERMORIO     18  6  0 0 F                               327.36
 47 TERMORIO     19  6  0 0 F                               327.36
 47 TERMORIO     20  6  0 0 F                               327.36
 47 TERMORIO     21  6  0 0 F                               327.36
 47 TERMORIO     22  6  0 0 F                               327.36
 47 TERMORIO     23  6  0 0 F                               327.36
