& CONDICOES INICIAIS DAS UNIDADES
&
&Flags Ativos
UCTPAR 2
UCTERM 2
PINT
REGRANPTV     1
AVLCMO 1
&
&Flags Inativos
&UCTBUSLOC
&UCTHEURFP   1 100
&CONSTDADOS 0
&AJUSTEFCF
&TOLERILH 1
&CROSSOVER 1
&ENGOLIMENTO 0
&                                                
INIT                                             
&us     nome       ug   st   GerInic     tempo MH A/D
&XX XXXXXXXXXXXX  XXX   XX   XXXXXXXXXX  XXXXX  X  X 
164  MURICY         5    0         0.00  11684  0  0
164  MURICY         6    0         0.00  11684  0  0
164  MURICY         7    0         0.00  11684  0  0
164  MURICY         8    0         0.00  13920  0  0
166  CAMACARI PI    1    0         0.00  13473  0  0
166  CAMACARI PI    2    0         0.00  13920  0  0
166  CAMACARI PI    3    0         0.00  13450  0  0
166  CAMACARI PI    4    0         0.00  13451  0  0
167  P. PECEM I     1    0         0.00   2548  0  0
167  P. PECEM I     2    0         0.00   2570  0  0
169  CISFRAMA       1    1         2.00   1320  0  0
170  SUAPE II       1    0         0.00  14252  0  0
170  SUAPE II       2    0         0.00    865  1  0
170  SUAPE II       3    0         0.00   2745  0  0
170  SUAPE II       4    0         0.00  14252  0  0
170  SUAPE II       5    0         0.00   3834  0  0
170  SUAPE II       6    0         0.00   3785  0  0
170  SUAPE II       7    0         0.00   2736  1  0
170  SUAPE II       8    0         0.00   2736  1  0
170  SUAPE II       9    0         0.00  14252  0  0
170  SUAPE II      10    0         0.00  14252  0  0
170  SUAPE II      11    0         0.00   2687  1  0
170  SUAPE II      12    0         0.00  14252  0  0
170  SUAPE II      13    0         0.00   3820  1  0
170  SUAPE II      14    0         0.00   3762  0  0
170  SUAPE II      15    0         0.00   3679  0  0
170  SUAPE II      16    0         0.00   3670  0  0
170  SUAPE II      17    0         0.00  14252  0  0
176  PORTO ITAQUI   1    0         0.00   2517  1  0
182  PALMEIRAS GO   1    0         0.00   3846  1  0
182  PALMEIRAS GO   2    0         0.00   3894  0  0
194  T.NORTE 2      1    0         0.00  13920  0  0
194  T.NORTE 2      2    0         0.00  13920  0  0
194  T.NORTE 2      3    0         0.00   4326  1  0
194  T.NORTE 2      4    0         0.00   4326  0  0
201  APARECIDA      1    1        43.00     96  0  0
201  APARECIDA      2    1        43.00   1169  0  0
201  APARECIDA      3    0         0.00   1684  0  0
201  APARECIDA      4    0         0.00   1772  1  0
203  C. ROCHA       1    1        17.08   2266  0  0
203  C. ROCHA       2    1        17.08    273  0  0
203  C. ROCHA       3    0         0.00    273  0  0
203  C. ROCHA       4    1        17.08   1865  0  0
203  C. ROCHA       5    1        14.77   1899  1  0
204  JARAQUI        6    1        23.64   5820  0  0
204  JARAQUI        7    1        39.36   5820  1  0
205  MANAUARA       1    1        16.70    580  1  0
205  MANAUARA       2    1        16.70    751  0  0
205  MANAUARA       3    1        16.70    528  1  0
205  MANAUARA       4    1        14.90    540  1  0
207  PONTA NEGRA    1    1        16.00  13858  0  0
207  PONTA NEGRA    2    1        16.00  13858  0  0
207  PONTA NEGRA    3    1        16.00  13858  0  0
207  PONTA NEGRA    4    1        16.00  13858  0  0
209  TAMBAQUI       5    0         0.00   1156  1  0
209  TAMBAQUI       6    1        38.00  12376  0  0
209  TAMBAQUI       7    1        25.00    121  0  0
211  BAIXADA FLU    1    0         0.00   2664  0  0
211  BAIXADA FLU    2    0         0.00   4944  0  0
211  BAIXADA FLU    3    1       530.00     90  0  0
212  MARANHAO III   1    1       518.80     96  0  0
221  SYKUE I        1    0         0.00   3478  1  0
224  P. SERGIPE I   1    0         0.00   8184  0  0
224  P. SERGIPE I   2    0         0.00   8415  0  0
224  P. SERGIPE I   3    0         0.00   9888  0  0
224  P. SERGIPE I   4    0         0.00   8438  1  0
224  P. SERGIPE I   5    0         0.00   9888  0  0
224  P. SERGIPE I   6    0         0.00   8664  1  0
224  P. SERGIPE I   7    0         0.00   8628  0  0
229  ONCA PINTADA   1    1        50.00    144  0  0
383  ATLANTICO      1    0         0.00   7607  0  0
383  ATLANTICO      2    0         0.00   7680  0  0
383  ATLANTICO      3    0         0.00    984  0  0
383  ATLANTICO      4    1       170.00    504  0  0
383  ATLANTICO      5    0         0.00    984  0  0
383  ATLANTICO      6    0         0.00   6000  1  0
383  ATLANTICO      7    0         0.00    504  0  0
FIM
&
&
& LIMITES E CONDICOES OPERACIONAIS DAS UNIDADES                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
&
OPER                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
&us    nome      un di hi m df hf m Gmin     Gmax       Custo                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
&XX XXXXXXXXXXXX XX XX XX X XX XX X XXXXXXXXXXxxxxxxxxxxXXXXXXXXXX                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
